"_","Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","Url__c"
"[ChallengeUser__c]","a00gK00000pHJ4TQAW","005gK00003RWpotQAD","false","pikachu","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/25/"
"[ChallengeUser__c]","a00gK00000pHJ4UQAW","005gK00003RWpotQAD","false","raichu","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/26/"
"[ChallengeUser__c]","a00gK00000pHJ4VQAW","005gK00003RWpotQAD","false","sandshrew","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/27/"
"[ChallengeUser__c]","a00gK00000pHJ4WQAW","005gK00003RWpotQAD","false","sandslash","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/28/"
"[ChallengeUser__c]","a00gK00000pHJ4XQAW","005gK00003RWpotQAD","false","nidoran-f","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/29/"
"[ChallengeUser__c]","a00gK00000pHJ4YQAW","005gK00003RWpotQAD","false","nidorina","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/30/"
"[ChallengeUser__c]","a00gK00000pHJ4ZQAW","005gK00003RWpotQAD","false","nidoqueen","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/31/"
"[ChallengeUser__c]","a00gK00000pHJ4aQAG","005gK00003RWpotQAD","false","nidoran-m","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/32/"
"[ChallengeUser__c]","a00gK00000pHJ4bQAG","005gK00003RWpotQAD","false","nidorino","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/33/"
"[ChallengeUser__c]","a00gK00000pHJ4cQAG","005gK00003RWpotQAD","false","nidoking","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/34/"
"[ChallengeUser__c]","a00gK00000pHJ4dQAG","005gK00003RWpotQAD","false","clefairy","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/35/"
"[ChallengeUser__c]","a00gK00000pHJ4eQAG","005gK00003RWpotQAD","false","clefable","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/36/"
"[ChallengeUser__c]","a00gK00000pHJ4fQAG","005gK00003RWpotQAD","false","vulpix","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/37/"
"[ChallengeUser__c]","a00gK00000pHJ4gQAG","005gK00003RWpotQAD","false","ninetales","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/38/"
"[ChallengeUser__c]","a00gK00000pHJ4hQAG","005gK00003RWpotQAD","false","jigglypuff","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/39/"
"[ChallengeUser__c]","a00gK00000pHJ4iQAG","005gK00003RWpotQAD","false","wigglytuff","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/40/"
"[ChallengeUser__c]","a00gK00000pHJ4jQAG","005gK00003RWpotQAD","false","zubat","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/41/"
"[ChallengeUser__c]","a00gK00000pHJ4kQAG","005gK00003RWpotQAD","false","golbat","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/42/"
"[ChallengeUser__c]","a00gK00000pHJ4lQAG","005gK00003RWpotQAD","false","oddish","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/43/"
"[ChallengeUser__c]","a00gK00000pHJ4mQAG","005gK00003RWpotQAD","false","gloom","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/44/"
"[ChallengeUser__c]","a00gK00000pHJ4nQAG","005gK00003RWpotQAD","false","vileplume","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/45/"
"[ChallengeUser__c]","a00gK00000pHJ4oQAG","005gK00003RWpotQAD","false","paras","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/46/"
"[ChallengeUser__c]","a00gK00000pHJ4pQAG","005gK00003RWpotQAD","false","parasect","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/47/"
"[ChallengeUser__c]","a00gK00000pHJ4qQAG","005gK00003RWpotQAD","false","venonat","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/48/"
"[ChallengeUser__c]","a00gK00000pHJ4rQAG","005gK00003RWpotQAD","false","venomoth","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/49/"
"[ChallengeUser__c]","a00gK00000pHJ4sQAG","005gK00003RWpotQAD","false","diglett","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/50/"
"[ChallengeUser__c]","a00gK00000pHJ4tQAG","005gK00003RWpotQAD","false","dugtrio","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/51/"
"[ChallengeUser__c]","a00gK00000pHJ4uQAG","005gK00003RWpotQAD","false","meowth","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/52/"
"[ChallengeUser__c]","a00gK00000pHJ4vQAG","005gK00003RWpotQAD","false","persian","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/53/"
"[ChallengeUser__c]","a00gK00000pHJ4wQAG","005gK00003RWpotQAD","false","psyduck","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/54/"
"[ChallengeUser__c]","a00gK00000pHJ4xQAG","005gK00003RWpotQAD","false","golduck","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/55/"
"[ChallengeUser__c]","a00gK00000pHJ4yQAG","005gK00003RWpotQAD","false","mankey","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/56/"
"[ChallengeUser__c]","a00gK00000pHJ4zQAG","005gK00003RWpotQAD","false","primeape","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/57/"
"[ChallengeUser__c]","a00gK00000pHJ50QAG","005gK00003RWpotQAD","false","growlithe","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/58/"
"[ChallengeUser__c]","a00gK00000pHJ51QAG","005gK00003RWpotQAD","false","arcanine","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/59/"
"[ChallengeUser__c]","a00gK00000pHJ52QAG","005gK00003RWpotQAD","false","poliwag","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/60/"
"[ChallengeUser__c]","a00gK00000pHJ53QAG","005gK00003RWpotQAD","false","poliwhirl","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/61/"
"[ChallengeUser__c]","a00gK00000pHJ54QAG","005gK00003RWpotQAD","false","poliwrath","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/62/"
"[ChallengeUser__c]","a00gK00000pHJ55QAG","005gK00003RWpotQAD","false","abra","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/63/"
"[ChallengeUser__c]","a00gK00000pHJ56QAG","005gK00003RWpotQAD","false","kadabra","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/64/"
"[ChallengeUser__c]","a00gK00000pHJ57QAG","005gK00003RWpotQAD","false","alakazam","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/65/"
"[ChallengeUser__c]","a00gK00000pHJ58QAG","005gK00003RWpotQAD","false","machop","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/66/"
"[ChallengeUser__c]","a00gK00000pHJ59QAG","005gK00003RWpotQAD","false","machoke","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/67/"
"[ChallengeUser__c]","a00gK00000pHJ5AQAW","005gK00003RWpotQAD","false","machamp","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/68/"
"[ChallengeUser__c]","a00gK00000pHJ5BQAW","005gK00003RWpotQAD","false","bellsprout","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/69/"
"[ChallengeUser__c]","a00gK00000pHJ5CQAW","005gK00003RWpotQAD","false","weepinbell","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/70/"
"[ChallengeUser__c]","a00gK00000pHJ5DQAW","005gK00003RWpotQAD","false","victreebel","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/71/"
"[ChallengeUser__c]","a00gK00000pHJ5EQAW","005gK00003RWpotQAD","false","tentacool","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/72/"
"[ChallengeUser__c]","a00gK00000pHJ5FQAW","005gK00003RWpotQAD","false","tentacruel","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/73/"
"[ChallengeUser__c]","a00gK00000pHJ5GQAW","005gK00003RWpotQAD","false","geodude","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/74/"
"[ChallengeUser__c]","a00gK00000pHJ5HQAW","005gK00003RWpotQAD","false","graveler","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/75/"
"[ChallengeUser__c]","a00gK00000pHJ5IQAW","005gK00003RWpotQAD","false","golem","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/76/"
"[ChallengeUser__c]","a00gK00000pHJ5JQAW","005gK00003RWpotQAD","false","ponyta","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/77/"
"[ChallengeUser__c]","a00gK00000pHJ5KQAW","005gK00003RWpotQAD","false","rapidash","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/78/"
"[ChallengeUser__c]","a00gK00000pHJ5LQAW","005gK00003RWpotQAD","false","slowpoke","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/79/"
"[ChallengeUser__c]","a00gK00000pHJ5MQAW","005gK00003RWpotQAD","false","slowbro","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/80/"
"[ChallengeUser__c]","a00gK00000pHJ5NQAW","005gK00003RWpotQAD","false","magnemite","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/81/"
"[ChallengeUser__c]","a00gK00000pHJ5OQAW","005gK00003RWpotQAD","false","magneton","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/82/"
"[ChallengeUser__c]","a00gK00000pHJ5PQAW","005gK00003RWpotQAD","false","farfetchd","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/83/"
"[ChallengeUser__c]","a00gK00000pHJ5QQAW","005gK00003RWpotQAD","false","doduo","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/84/"
"[ChallengeUser__c]","a00gK00000pHJ5RQAW","005gK00003RWpotQAD","false","dodrio","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/85/"
"[ChallengeUser__c]","a00gK00000pHJ5SQAW","005gK00003RWpotQAD","false","seel","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/86/"
"[ChallengeUser__c]","a00gK00000pHJ5TQAW","005gK00003RWpotQAD","false","dewgong","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/87/"
"[ChallengeUser__c]","a00gK00000pHJ5UQAW","005gK00003RWpotQAD","false","grimer","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/88/"
"[ChallengeUser__c]","a00gK00000pHJ5VQAW","005gK00003RWpotQAD","false","muk","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/89/"
"[ChallengeUser__c]","a00gK00000pHJ5WQAW","005gK00003RWpotQAD","false","shellder","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/90/"
"[ChallengeUser__c]","a00gK00000pHJ5XQAW","005gK00003RWpotQAD","false","cloyster","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/91/"
"[ChallengeUser__c]","a00gK00000pHJ5YQAW","005gK00003RWpotQAD","false","gastly","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/92/"
"[ChallengeUser__c]","a00gK00000pHJ5ZQAW","005gK00003RWpotQAD","false","haunter","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/93/"
"[ChallengeUser__c]","a00gK00000pHJ5aQAG","005gK00003RWpotQAD","false","gengar","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/94/"
"[ChallengeUser__c]","a00gK00000pHJ5bQAG","005gK00003RWpotQAD","false","onix","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/95/"
"[ChallengeUser__c]","a00gK00000pHJ5cQAG","005gK00003RWpotQAD","false","drowzee","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/96/"
"[ChallengeUser__c]","a00gK00000pHJ5dQAG","005gK00003RWpotQAD","false","hypno","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/97/"
"[ChallengeUser__c]","a00gK00000pHJ5eQAG","005gK00003RWpotQAD","false","krabby","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/98/"
"[ChallengeUser__c]","a00gK00000pHJ5fQAG","005gK00003RWpotQAD","false","kingler","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/99/"
"[ChallengeUser__c]","a00gK00000pHJ5gQAG","005gK00003RWpotQAD","false","voltorb","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/100/"
"[ChallengeUser__c]","a00gK00000pHJ5hQAG","005gK00003RWpotQAD","false","electrode","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/101/"
"[ChallengeUser__c]","a00gK00000pHJ5iQAG","005gK00003RWpotQAD","false","exeggcute","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/102/"
"[ChallengeUser__c]","a00gK00000pHJ5jQAG","005gK00003RWpotQAD","false","exeggutor","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/103/"
"[ChallengeUser__c]","a00gK00000pHJ5kQAG","005gK00003RWpotQAD","false","cubone","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/104/"
"[ChallengeUser__c]","a00gK00000pHJ5lQAG","005gK00003RWpotQAD","false","marowak","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","005gK00003RWpotQAD","30/04/2026 21:29","https://pokeapi.co/api/v2/pokemon/105/"
